eval_id,benchmark,pair_id,src_lang,tgt_lang,source,reference
zh-uz-0063,flores_devtest,63,zh,uz,历史学家批判了联邦调查局的过往政策，这种政策会把资源集中到容易破获的案件上，尤以偷车案件居多，目的只在于提高该机构的成功破案率。,"Tarixchilar agentlikning muvaffaqiyat darajasini kuchaytirish uchun osongina hal qilish mumkin bo'lgan, ayniqsa avtomobil o'g'rilanishi bo'yicha ishlarga resurslarning qaratilganligi uchun FQB agentligining o'tmishdagi siyosatlarini tanqid qildilar."
zh-uz-0068,flores_devtest,68,zh,uz,美国总统乔治·沃克·布什于 11 月 16 日上午抵达新加坡，开始为期一周的亚洲之行。,"AQSH Prezidenti Jorj V. Bush, Osiyo bo'ylab bir haftalik sayohatini boshlab, 16-noyabr kuni tongda Singapurga yetib keldi."
zh-uz-0083,flores_devtest,83,zh,uz,“卡特里娜”飓风来袭时，第九区洪水水位一度高达 20 英尺，由于附近的防洪堤已经被淹没，目前水位已达齐腰深度。,"Katrina bo'roni vaqtida 20 fut balandlikdagi toshqinga guvoh bo'lgan to'qqizinchi bo'linma, suv yaqindagi to'g'ondan oshib o'tgani sababli, hozirda belgacha keladigan suv ostida qolgan."
zh-uz-0085,flores_devtest,85,zh,uz,共享资源管理员亚当·库尔登 (Adam Cuerden) 上个月在接受维基新闻 (Wikinews) 采访时表达了他对删除相关内容的不满。,Parlamentning quyi palatasi ma'muri Adam Kuerden o'tgan oyda Wikinews bilan suhbatida o'chirishlardan ranjiganini aytdi.
zh-uz-0091,flores_devtest,91,zh,uz,科学家们可以得出结论，暗物质对其他暗物质的影响方式与普通物质相同。,"Olimlar qora materiya boshqa qora materiyaga xuddi odatiy materiya ta'sir qilgani kabi ta'sir ko'rsatadi, degan xulosaga kelishdi."
zh-uz-0125,flores_devtest,125,zh,uz,一名在事故发生地附近的车库立的工作人员说：“孩子们正等着过马路，并且都在大声尖叫，哭个不停。”,"Ko'ngilsiz hodisa yuz bergan joy yaqinidagi garajda ishlayotgan kishi: ""U yerda yo'lni kesib o'tmoqchi bo'layotgan bolalar bor edi va ularning barchasi qichqirib yig'layotgandi"" deb aytdi."
zh-uz-0165,flores_devtest,165,zh,uz,自 1988 年以来，投票箱就必须是透明的，这样选民和观察员才能看到投票开始时箱内没有信封，还能看到除了那些及时统计过、有权投票的选民以外，没有其他人向箱内投入信封。,1988-yildan beri ovoz beruvchilar va kuzatuvchilar boshlanishida konvertlar mavjud emasligi va mos tarzda sanalgan va vakolat berilgan ovoz beruvchilardan tashqari hech qanday konvertlar qo'shilmasligiga guvohlik bera olishlari uchun saylov qutilarining shaffof bo'lishi talab qilinadi.
zh-uz-0179,flores_devtest,179,zh,uz,全黑队在两周前已经赢得了奖杯，而这场比赛是他们打的最后一场。,"Bu ikki hafta avval sovrin yutgan ""All Blacks"" jamoasi uchun oxirgi o'yin edi."
zh-uz-0195,flores_devtest,195,zh,uz,这名摄影师被送往加州大学洛杉矶分校罗纳德·里根医疗中心，其后不治。,Fotosuratchi Ronald Reygan nomidagi UCLA Tibbiyot Markaziga yetkazilgan va keyinchalik u yerda vafot etgan.
zh-uz-0225,flores_devtest,225,zh,uz,这支摇滚乐队原定在美国和加拿大巡演，一直持续到 9 月 16 日。,Rok guruhi AQSH va Kanadada 16-sentyabrga qadar gastrol safarida bo'lishi kerak edi.
zh-uz-0277,flores_devtest,277,zh,uz,中央邦警方追回了被盗的笔记本电脑和手机。,Madxya-Pradesh politsiyasi o'g'irlangan noutbuk hamda mobil telefonni qaytardi.
zh-uz-0356,flores_devtest,356,zh,uz,要把卫星或望远镜送入太空，需要一枚超过 100 英尺高的巨型火箭。,Sun'iy yo'ldosh yoki teleskopni kosmosga joylashtirish uchun 100 futdan ortiq balandlikdagi ulkan raketa talab qilinadi.
zh-uz-0364,flores_devtest,364,zh,uz,作为大家庭里的姐妹和女儿，雌性之间通常彼此关系密切。,"Urg'ochilar, odatda, katta oilaning opa-singillari yoki qizi bo'lib, bir-biriga chambarchas bog'liqdir."
zh-uz-0397,flores_devtest,397,zh,uz,迦南没有大森林，所以木材非常昂贵。,"Kan'on yerlarida keng o'rmonlar yo'q edi, shu sababdan yog'och nihoyatda qimmat edi."
zh-uz-0418,flores_devtest,418,zh,uz,意大利国家足球队和德国国家足球队都是世界上第二成功的球队，在 2006 年拿下了足球世界杯冠军。,"Italiya milliy futbol jamoasi Germaniya milliy futbol jamoasi qatori dunyodagi eng muvaffaqiyatli ikkinchi jamoa bo'lib, 2006-yilda FIFA Jahon chempionatida g'olib chiqqan."
zh-uz-0423,flores_devtest,423,zh,uz,西方对台湾的了解可以追溯到 15 世纪。当时路过的欧洲水手将该岛命名为“福尔摩沙岛”(Ilha Formosa)，意思是美丽的岛屿。,"Tayvanning boshlanishi 15-asrga borib taqaladi, bunda o'tib ketayotgan yevropalik dengizchilar orol nomini Ilha Formosa yoki go'zal orol deb yozib qoldirishadi."
zh-uz-0439,flores_devtest,439,zh,uz,从国王到平民，它遍布十方的力量影响着每一个人。,"Uning keng qamrovli qudrati shohdan tortib, oddiy insongacha ta'sir qildi."
zh-uz-0442,flores_devtest,442,zh,uz,敌对行动爆发后不久，英国开始对德国实施海上封锁。,"Harbiy harakatlar xurujidan ko'p o'tmay, Britaniya Germaniyani dengizda blokada qilishni boshladi."
zh-uz-0447,flores_devtest,447,zh,uz,目睹第一次世界大战中的肆虐残暴后，各国都渴望避免重蹈覆辙。,Birinchi jahon urushi vaqtida urush dahshatlari va vahshiyliklarini ko'rgan xalqlar kelajakda shu kabi holatlarning oldini olishni istaganlar.
zh-uz-0449,flores_devtest,449,zh,uz,他在抵达美国时，身上带着 4 美分、一本诗集，还有一封查尔斯•巴舍勒（Charles Batchelor）（他前份工作的经理）写给托马斯•爱迪生（Thomas Edison）的推荐信。,"U AQSHga o'z nomidagi 4 sent, she'riy kitob va Charlz Batchelordan (oldingi ish joyidagi ish boshqaruvchisi) Tomas Edisonga tavsiyanoma bilan kelgandi."
zh-uz-0491,flores_devtest,491,zh,uz,正是在这个时候，时尚之都的称号从君士坦丁堡转移到了巴黎。,Moda poytaxti unvonining Konstantinopoldan Parijga o'tishi aynan shu vaqtda yuz berdi.
zh-uz-0502,flores_devtest,502,zh,uz,亚文化群体的成员，常常会象征性地利用独特的行事风格来表明他们的成员身份，包括时尚服装、举止和黑话。,"Submadaniyat a'zolari ko'pincha o'z a'zoliklarini modalar, xulq-atvor va jargonlarni o'z ichiga olgan uslubdan o'ziga xos va ramziy foydalanish orqali namoyon etadilar."
zh-uz-0512,flores_devtest,512,zh,uz,孩子们因为各种原因被寄养，原因有被忽视、被虐待，甚至是被勒索。,"Bolalar e'tiborsizlikdan tortib, zo'ravonlik va hatto tovlamachilikka qadar turli sabablarga ko'ra homiylik parvarishiga topshiriladi."
zh-uz-0540,flores_devtest,540,zh,uz,藏传佛教以佛陀的教义为基础，但通过大乘佛教的普世之爱和印度瑜伽的许多技巧得到了拓展。,"Tibet buddizmi Budda ta'limotlariga asoslanadi, lekin muhabbatning mahayana yo'li bilan va hind yogasining ko'plab uslublari bilan kengaytirilgan."
zh-uz-0552,flores_devtest,552,zh,uz,与此同时，以 U 型潜艇为主力的德国海军试图拦截这场运输。,"Shu bilan birga Nemis dengiz floti, asosan, dengizosti qayiqlaridan foydalanib, ushbu transport harakatini to'xtatishga urinayotgandi."
zh-uz-0631,flores_devtest,631,zh,uz,梵蒂冈城的人口大约有 800 人。它是世界上最小的独立国家，也是人口最少的国家。,Vatikan shahri aholisi 800 kishi atrofida. U dunyodagi eng kichik mustaqil davlat va eng kam aholiga ega mamlakatdir.
zh-uz-0632,flores_devtest,632,zh,uz,梵蒂冈城在法律法规和官方通信中使用意大利语。,Vatikan shahri qonunchilik va rasmiy muloqot uchun italyan tilini qo'llaydi.
